Episode,Season,Year,Title,Character,Gender,Dialogue,Flattened Dialogue,Dialogue Length
tas_019,tas_s2,1974,Albatross,SPOCK,m,"['According to this, Doctor McCoy was responsible for a plague which ravaged the planet Dramia Two some nineteen years ago, Captain.', ""Captain, you're becoming emotional."", 'The termination of your inoculation programme and the subsequent outbreak of plague could have been coincidence, Doctor.', 'What now, Captain?', ""No, Captain. The historical records of this solar system are spotty, at best, going back nineteen years. Mostly they're technical data, meteor showers, auroras, radiation reports."", 'Plague, Dramia Two. Of unknown origin, characterised by pigmentation changes in skin of victim, debilitation, death. Certain species known to have natural immunity, notably Vulcan. Hmm. Interesting.', ""You're planning something, Captain?"", 'Of course, Captain.', 'You are a stowaway, Commander.', 'Decidedly non-lethal, however.', ""Decidedly. There's a difference, Captain."", ""Surely you're not an outsider, Commander. You're Dramian."", 'Not likely, Captain.', 'Caution would seem to be advisable, Captain.', 'The pigmentation changes associated with the disease in our computer records, Captain.', 'Yes, Captain?', 'Clean, fed, in good health, and resting.', 'Captain.', 'The trial may be academic.', 'Yes, Captain. Kol-Tai is turning blue.', ""He's hardly fit to testify at the trial, Captain."", ""Captain, you're blue."", ""Captain's log, stardate 5276.4. We are in orbit around the planet Dramia, under the conditions of general quarantine. As Commanding Office, I have ordered the activation of General Order Six."", 'General Order Six has been activated?', 'Good. Report to Sickbay, Mister Sulu.', 'I assure you I am capable, Mister Sulu.', 'Captain, your condition.', 'This is the Enterprise. I must speak with the Supreme Prefect.', 'The Captain and all of the crew members are incapacitated. The plague is aboard the Enterprise.', 'The same. You must release Doctor McCoy temporarily. He is needed to find an antidote.', ""We have a witness in McCoy's behalf. You must trust me."", 'Impossible. He too is stricken.', ""If you'll permit me, Captain, I might be able to get McCoy."", ""I can't infect the planet, Captain. And I can get McCoy."", 'Later, Doctor.', 'Doctor, just come with me, please.', ""Doctor, you will stand trial, you will find out, after you've found and antidote for the plague which is about to kill everyone aboard the Enterprise."", ""You wouldn't give me a chance. You realise, Doctor, if you go, and fail to find an antidote, you too will die."", 'Beam us aboard, Captain.', ""Negative, Doctor. The file on all known diseases doesn't recognise these symptoms of pigmentation changes."", ""That's it, Doctor. The colour change symptoms were misleading the computer."", 'Which brought on the particular plague just as this aurora has brought it on.', ""That's the problem, Doctor. There is no known antidote. However, Doctor, do you remember a certain Kol-Tai? A man you treated for Saurian virus?"", 'Possibly nothing. However, Kol-Tai did survive the first plague.', 'I presume, Doctor, that you have a supply of live Saurian virus antibodies in your laboratory?', 'Including, I would hope, some of that monotonous, old dispensing of the regular vitamin rations to the crew.', 'Well, you have been derelict in your duties of late, Doctor.', 'Hippocrates would not have approved of lame excuses, Doctor.']","According to this, Doctor McCoy was responsible for a plague which ravaged the planet Dramia Two some nineteen years ago, Captain. Captain, you're becoming emotional. The termination of your inoculation programme and the subsequent outbreak of plague could have been coincidence, Doctor. What now, Captain? No, Captain. The historical records of this solar system are spotty, at best, going back nineteen years. Mostly they're technical data, meteor showers, auroras, radiation reports. Plague, Dramia Two. Of unknown origin, characterised by pigmentation changes in skin of victim, debilitation, death. Certain species known to have natural immunity, notably Vulcan. Hmm. Interesting. You're planning something, Captain? Of course, Captain. You are a stowaway, Commander. Decidedly non-lethal, however. Decidedly. There's a difference, Captain. Surely you're not an outsider, Commander. You're Dramian. Not likely, Captain. Caution would seem to be advisable, Captain. The pigmentation changes associated with the disease in our computer records, Captain. Yes, Captain? Clean, fed, in good health, and resting. Captain. The trial may be academic. Yes, Captain. Kol-Tai is turning blue. He's hardly fit to testify at the trial, Captain. Captain, you're blue. Captain's log, stardate 5276.4. We are in orbit around the planet Dramia, under the conditions of general quarantine. As Commanding Office, I have ordered the activation of General Order Six. General Order Six has been activated? Good. Report to Sickbay, Mister Sulu. I assure you I am capable, Mister Sulu. Captain, your condition. This is the Enterprise. I must speak with the Supreme Prefect. The Captain and all of the crew members are incapacitated. The plague is aboard the Enterprise. The same. You must release Doctor McCoy temporarily. He is needed to find an antidote. We have a witness in McCoy's behalf. You must trust me. Impossible. He too is stricken. If you'll permit me, Captain, I might be able to get McCoy. I can't infect the planet, Captain. And I can get McCoy. Later, Doctor. Doctor, just come with me, please. Doctor, you will stand trial, you will find out, after you've found and antidote for the plague which is about to kill everyone aboard the Enterprise. You wouldn't give me a chance. You realise, Doctor, if you go, and fail to find an antidote, you too will die. Beam us aboard, Captain. Negative, Doctor. The file on all known diseases doesn't recognise these symptoms of pigmentation changes. That's it, Doctor. The colour change symptoms were misleading the computer. Which brought on the particular plague just as this aurora has brought it on. That's the problem, Doctor. There is no known antidote. However, Doctor, do you remember a certain Kol-Tai? A man you treated for Saurian virus? Possibly nothing. However, Kol-Tai did survive the first plague. I presume, Doctor, that you have a supply of live Saurian virus antibodies in your laboratory? Including, I would hope, some of that monotonous, old dispensing of the regular vitamin rations to the crew. Well, you have been derelict in your duties of late, Doctor. Hippocrates would not have approved of lame excuses, Doctor.",48
tas_019,tas_s2,1974,Albatross,SCOTT,m,"['Doctor McCoy arrested? For murder, Captain? Sir, if you want me and some of the men to beam down, just in case', 'Aye, aye, Captain!', ""You're sure it's safe, Captain?"", 'Aye, aye, sir.', 'Sir, who is that?', ""I'll pour on the coal, Captain."", 'Aye, aye, Captain.', 'Yes, sir.']","Doctor McCoy arrested? For murder, Captain? Sir, if you want me and some of the men to beam down, just in case Aye, aye, Captain! You're sure it's safe, Captain? Aye, aye, sir. Sir, who is that? I'll pour on the coal, Captain. Aye, aye, Captain. Yes, sir.",8
tas_019,tas_s2,1974,Albatross,SULU,m,"['Approximately four hours, Captain.', 'Ship in pursuit, Captain.', ""I'd say Dramia, sir. It appears to be a one-man craft."", 'What if he attacks, sir?', 'Intense, Captain.', 'Approaching Dramia, Captain.', 'Yes, sir. If everyone on board has perished at the end of twenty four hours, the ship will self-destruct in order to protect other beings from the disease on board.', 'But sir, who will monitor?']","Approximately four hours, Captain. Ship in pursuit, Captain. I'd say Dramia, sir. It appears to be a one-man craft. What if he attacks, sir? Intense, Captain. Approaching Dramia, Captain. Yes, sir. If everyone on board has perished at the end of twenty four hours, the ship will self-destruct in order to protect other beings from the disease on board. But sir, who will monitor?",8
tas_019,tas_s2,1974,Albatross,UHURA,f,"['Shall I make contact, sir?', ""But the hangar doors aren't open, Captain.""]","Shall I make contact, sir? But the hangar doors aren't open, Captain.",2
tas_020,tas_s2,1974,How Sharper Than A Serpent's Tooth,KIRK,m,"['Status report, Mister Spock.', 'Reduce speed to warp factor two, Mister Walking Bear.', 'Course projection, Mister Arex.', 'Hmm. Or it could be the sender. Lieutenant Uhura, all stations to Yellow Alert. Standard hailing on all frequencies. Identification, Mister Spock?', 'Reduce to warp one, Mister Walking Bear.', 'Lieutenant Arex, activate main screen, extreme magnification.', 'Any contact, Lieutenant Uhura?', 'Maintain hailing.', 'Bridge to Engineering. Mister Scott, why are we losing speed?', 'All engines stop.', 'Give me a damage report as soon as possible, Scotty.', 'Bridge to Sickbay. Casualty report.', 'Later, Bones.', 'Walking Bear, full power, all shields. Reverse engines and get us away from that beam.', 'Lock main phasers on that ship and open fire.', 'Spock, status on other ship.', 'Have you ever seen anything like that, Spock?', 'Mister Walking Bear, how', ""Mister Walking Bear, how do you know who's aboard that ship?"", 'Then we could be dealing with the basis of all those legends. A space traveller who visited Earth in primitive times.', 'But why would Kukulkan want to destroy us?', 'Mister Walking Bear, what do the legends say about', 'Walking Bear.', ""What's he doing to my crew?"", 'We must be somewhere inside that other ship.', 'Mister Walking Bear, do the legends say what happened to Kukulkan?', 'Then that space probe that approached Earth must have been his. Listen.', 'Is there any way Spock could get through to us?', ""Let's find out."", 'They look like the obelisks built by the ancient Egyptians.', ""But it's still a clue. This city is one gigantic riddle. Keep alert."", 'Opinion, Mister Walking Bear.', 'Kukulkan must have visited several ancient peoples on Earth. But each one used only parts of his knowledge to build their cultures.', ""If no one on Earth built this city exactly right, then that's why Kukulkan never came back. The entire city is our key."", 'Then there has to be some sort of signalling device here.', ""That pyramid seems to be the centre of everything. I'm going up there. The rest of you spread out and circle it."", ""What's this?"", ""The sun. That's it. Scotty, turn the head all the way around and aim it up here."", ""Turn the other heads this way! Bones, the serpent heads! Turn them to face the pyramid! I'm coming down."", ""The whole things is an energy amplification system. This is Kukulkan's signalling device."", 'We have no weapons. And if we did, we would use them only with reason.', 'We used them in self-defence. You fired on us.', 'Bones, Scotty, quiet.', ""You say that we forgot you. How can you expect us to regard you as a deity if we don't remember you?"", 'Even so, I would hardly call your city our natural environment.', 'But no one being, not even you, has the right to interfere with other cultures.', 'Why, Bones?', 'But if children are made totally dependent on their teachers, they will never be anything but children.', ""Then we've got to distract him and give Spock some time. Bones, what would happen if we pulled the cables on some of these cages."", 'Come on, Bones.', ""Kukulkan, can't you control one of your own creatures?"", 'Quick, your hypo. Full tranquilliser setting.', ""I'm fine, Bones. The cat's last power jolt clipped me."", ""Kukulkan, I think we've earned the right to be heard."", 'You think of us as being small creatures like this one. Are we really that inferior to you?', ""Because we have minds, we can't be what you wanted us to be. If we fail or succeed, it has to be our own doing. Intelligent life is too precious a thing to be led by the nose."", ""You did, long ago, when it was needed most. Our people were children then. Kukulkan, we've grown up now. We don't need you anymore."", ""And the Toltec's Quetzalcoatl, the Chinese dragon and all the rest. But not quite a god. Just an old, lonely being who wanted to help others."", ""It's sad. Think what we could have done with his knowledge. But the price was just too high."", 'Yes, Bones, I remember it.', 'Lay in a course for Starbase Twenty One. All ahead, warp two.']","Status report, Mister Spock. Reduce speed to warp factor two, Mister Walking Bear. Course projection, Mister Arex. Hmm. Or it could be the sender. Lieutenant Uhura, all stations to Yellow Alert. Standard hailing on all frequencies. Identification, Mister Spock? Reduce to warp one, Mister Walking Bear. Lieutenant Arex, activate main screen, extreme magnification. Any contact, Lieutenant Uhura? Maintain hailing. Bridge to Engineering. Mister Scott, why are we losing speed? All engines stop. Give me a damage report as soon as possible, Scotty. Bridge to Sickbay. Casualty report. Later, Bones. Walking Bear, full power, all shields. Reverse engines and get us away from that beam. Lock main phasers on that ship and open fire. Spock, status on other ship. Have you ever seen anything like that, Spock? Mister Walking Bear, how Mister Walking Bear, how do you know who's aboard that ship? Then we could be dealing with the basis of all those legends. A space traveller who visited Earth in primitive times. But why would Kukulkan want to destroy us? Mister Walking Bear, what do the legends say about Walking Bear. What's he doing to my crew? We must be somewhere inside that other ship. Mister Walking Bear, do the legends say what happened to Kukulkan? Then that space probe that approached Earth must have been his. Listen. Is there any way Spock could get through to us? Let's find out. They look like the obelisks built by the ancient Egyptians. But it's still a clue. This city is one gigantic riddle. Keep alert. Opinion, Mister Walking Bear. Kukulkan must have visited several ancient peoples on Earth. But each one used only parts of his knowledge to build their cultures. If no one on Earth built this city exactly right, then that's why Kukulkan never came back. The entire city is our key. Then there has to be some sort of signalling device here. That pyramid seems to be the centre of everything. I'm going up there. The rest of you spread out and circle it. What's this? The sun. That's it. Scotty, turn the head all the way around and aim it up here. Turn the other heads this way! Bones, the serpent heads! Turn them to face the pyramid! I'm coming down. The whole things is an energy amplification system. This is Kukulkan's signalling device. We have no weapons. And if we did, we would use them only with reason. We used them in self-defence. You fired on us. Bones, Scotty, quiet. You say that we forgot you. How can you expect us to regard you as a deity if we don't remember you? Even so, I would hardly call your city our natural environment. But no one being, not even you, has the right to interfere with other cultures. Why, Bones? But if children are made totally dependent on their teachers, they will never be anything but children. Then we've got to distract him and give Spock some time. Bones, what would happen if we pulled the cables on some of these cages. Come on, Bones. Kukulkan, can't you control one of your own creatures? Quick, your hypo. Full tranquilliser setting. I'm fine, Bones. The cat's last power jolt clipped me. Kukulkan, I think we've earned the right to be heard. You think of us as being small creatures like this one. Are we really that inferior to you? Because we have minds, we can't be what you wanted us to be. If we fail or succeed, it has to be our own doing. Intelligent life is too precious a thing to be led by the nose. You did, long ago, when it was needed most. Our people were children then. Kukulkan, we've grown up now. We don't need you anymore. And the Toltec's Quetzalcoatl, the Chinese dragon and all the rest. But not quite a god. Just an old, lonely being who wanted to help others. It's sad. Think what we could have done with his knowledge. But the price was just too high. Yes, Bones, I remember it. Lay in a course for Starbase Twenty One. All ahead, warp two.",61
tas_020,tas_s2,1974,How Sharper Than A Serpent's Tooth,SPOCK,m,"['The trail is becoming fainter, Captain. I recommend we reduce speed to accommodate our sensors.', 'No readings yet, Captain. Possibly a second probe.', 'None as yet, sir. But sensors now indicate it is twice our size. Vessel appears extremely unorthodox in design. And Starfleet lists no other authorised vessels in this quadrant.', 'Approaching ship has an immense energy field surrounding it. Fascinating. Readings indicate the vessel is composed entirely of crystalline ceramic. I would almost say', 'We have been encased in a globular force field, Captain. The source is the approaching vessel.', 'It is a force globe, but one that is flexible enough to absorb any force. I cannot explain it. Clearly we cannot escape by simply fleeing. Sensors indicate we at now being probed.', 'Evasive action will not be effective, Captain. The force globe limits our manoeuvreing.', 'Still approaching, Captain. Going sublight. It continues to probe us. Its surrounding energy pattern is now shifting.', ""Captain, library computer confirms that Ensign Walking Bear is correct. The Mayas had a legend of a winged serpent god who came from the skies, bringing knowledge. Such legends were not uncommon among Earth's peoples, Captain."", 'Entirely possible.', 'Captain.', 'Lieutenant Uhura, you are supposed to be monitoring the alien vessel. Our first priority is to free the Enterprise and ourselves. Return to your duties.', 'Of course. The elasticity of the force field can respond in only one direction at a time. All hands to battle stations. Full impulse power, helmsman. Tractor beam on, full power. Warp engines on standby. Mister Arex, prepare to compensate for warp catapult effect. When we break free, we will be thrown approximately five point six nine eight light years.', 'The force globe is flexible in only one direction per unit of time. We shall both push and pull on it simultaneously. It should become rigid enough for a burst of warp power to shatter it.', 'Full warp power on my order. Now.', ""Reverse engines and come about. Lay in spiral evasive course for Kukulkan's ship."", 'Interesting, Captain. The creature was the Mayan god from the ancient legends.', 'Not legends, Doctor. Fact. Vulcan was visited by alien beings. They left much wiser.', 'Indeed, Captain.']","The trail is becoming fainter, Captain. I recommend we reduce speed to accommodate our sensors. No readings yet, Captain. Possibly a second probe. None as yet, sir. But sensors now indicate it is twice our size. Vessel appears extremely unorthodox in design. And Starfleet lists no other authorised vessels in this quadrant. Approaching ship has an immense energy field surrounding it. Fascinating. Readings indicate the vessel is composed entirely of crystalline ceramic. I would almost say We have been encased in a globular force field, Captain. The source is the approaching vessel. It is a force globe, but one that is flexible enough to absorb any force. I cannot explain it. Clearly we cannot escape by simply fleeing. Sensors indicate we at now being probed. Evasive action will not be effective, Captain. The force globe limits our manoeuvreing. Still approaching, Captain. Going sublight. It continues to probe us. Its surrounding energy pattern is now shifting. Captain, library computer confirms that Ensign Walking Bear is correct. The Mayas had a legend of a winged serpent god who came from the skies, bringing knowledge. Such legends were not uncommon among Earth's peoples, Captain. Entirely possible. Captain. Lieutenant Uhura, you are supposed to be monitoring the alien vessel. Our first priority is to free the Enterprise and ourselves. Return to your duties. Of course. The elasticity of the force field can respond in only one direction at a time. All hands to battle stations. Full impulse power, helmsman. Tractor beam on, full power. Warp engines on standby. Mister Arex, prepare to compensate for warp catapult effect. When we break free, we will be thrown approximately five point six nine eight light years. The force globe is flexible in only one direction per unit of time. We shall both push and pull on it simultaneously. It should become rigid enough for a burst of warp power to shatter it. Full warp power on my order. Now. Reverse engines and come about. Lay in spiral evasive course for Kukulkan's ship. Interesting, Captain. The creature was the Mayan god from the ancient legends. Not legends, Doctor. Fact. Vulcan was visited by alien beings. They left much wiser. Indeed, Captain.",19
tas_020,tas_s2,1974,How Sharper Than A Serpent's Tooth,UHURA,f,"['No response, sir.', 'Oh!', 'Captain, Security reports that Mister Scott and Doctor McCoy have also disappeared.', ""Mister Spock, shouldn't we be trying to find out what became of the Captain and the others?""]","No response, sir. Oh! Captain, Security reports that Mister Scott and Doctor McCoy have also disappeared. Mister Spock, shouldn't we be trying to find out what became of the Captain and the others?",4
tas_020,tas_s2,1974,How Sharper Than A Serpent's Tooth,SCOTT,m,"[""Scott here, Captain. All our engines are still at full thrust, but it's just like we're ramming into a wall of clay. I don't know if the ship can take the strain."", ""I'm still checking, but it's minimal so far, sir. No structural damage or overheating. I think we were lucky."", 'And us without a single phaser or communicator.', ""I don't think so, sir. Our sensors couldn't penetrate this ship."", ""I've never seen anything so beautiful."", ""Looks like there's a seam here. I think the head can be turned. Come on, lad. Give me a hand."", 'Aye, sir.', 'What the devil is this place?', 'I could never be proud of putting wee beasties in cages.', ""What's this? My, aren't you the friendly little darling.""]","Scott here, Captain. All our engines are still at full thrust, but it's just like we're ramming into a wall of clay. I don't know if the ship can take the strain. I'm still checking, but it's minimal so far, sir. No structural damage or overheating. I think we were lucky. And us without a single phaser or communicator. I don't think so, sir. Our sensors couldn't penetrate this ship. I've never seen anything so beautiful. Looks like there's a seam here. I think the head can be turned. Come on, lad. Give me a hand. Aye, sir. What the devil is this place? I could never be proud of putting wee beasties in cages. What's this? My, aren't you the friendly little darling.",10
tas_020,tas_s2,1974,How Sharper Than A Serpent's Tooth,MCCOY,m,"[""McCoy here. No serious injuries. What the devil's going on?"", ""You don't deserve it, Yeoman, but you're getting a few day's bed rest."", ""At least I've got my medical kit, for all the good it is."", ""We're being observed, watched."", 'Where did it come from?', ""Now that we're here, what do we do?"", 'Does that mean they all tried to build something like this?', 'Do you think we belong to you?', ""Just once, I wish he'd let us use the stairs."", ""It looks like some kind of zoo. I don't recognise a lot of these species, Jim."", 'Contented? Cramped in these tiny cages?', ""Good heavens. This is a Capellan power-cat. No one's ever been able to keep one alive."", 'They hate captivity. You try to put more than one hand on them and they throw off a charge of two thousand volts. How did you ever capture it?', 'Jim, the Enterprise broke free.', 'Most of the animals would just lay there. Jim, the Capellan power-cat!', ""Jim, if that's true, we're all in trouble. Jim, do something."", 'Did you inject that beast or yourself?', ""We'd be fools if we didn't know that. But we also have been using our minds and trying to learn to live in peace."", ""Spock, I wouldn't suppose that Vulcan has legends like those?"", ""I think I know how he felt, Jim. There's a line from Shakespeare.""]","McCoy here. No serious injuries. What the devil's going on? You don't deserve it, Yeoman, but you're getting a few day's bed rest. At least I've got my medical kit, for all the good it is. We're being observed, watched. Where did it come from? Now that we're here, what do we do? Does that mean they all tried to build something like this? Do you think we belong to you? Just once, I wish he'd let us use the stairs. It looks like some kind of zoo. I don't recognise a lot of these species, Jim. Contented? Cramped in these tiny cages? Good heavens. This is a Capellan power-cat. No one's ever been able to keep one alive. They hate captivity. You try to put more than one hand on them and they throw off a charge of two thousand volts. How did you ever capture it? Jim, the Enterprise broke free. Most of the animals would just lay there. Jim, the Capellan power-cat! Jim, if that's true, we're all in trouble. Jim, do something. Did you inject that beast or yourself? We'd be fools if we didn't know that. But we also have been using our minds and trying to learn to live in peace. Spock, I wouldn't suppose that Vulcan has legends like those? I think I know how he felt, Jim. There's a line from Shakespeare.",20
tas_021,tas_s2,1974,The Counter-Clock Incident,KIRK,m,"['Yes, Commodore, I know the feeling.', 'Your modesty is unnecessary, Mrs. April. Your achievements as a pioneer doctor in space are well known.', ""It's a native of Capella Four, isn't it?"", ""Thank you, Mister Spock. Mrs. April, you're about to see another of the galaxy's most beautiful sights, the Beta Niobe's supernova."", 'Yes, we were, Commodore.', 'Put the ship on Red Alert. How fast is it travelling, Mister Spock?', 'But who would have the technology to build a ship that could travel at such a speed?', 'Hard about, helmsman. Change course for twenty four mark seven.', ""That's a course of self-destruction. Lieutenant Uhura, open hailing frequencies. I want to talk to that ship's captain."", ""All right, if they won't talk, we'll slow them down. Mister Sulu, put a tractor beam on that ship."", 'Put it on the screen, Lieutenant.', ""I've never heard that language before."", 'Run that message through the universal translator, Lieutenant Uhura. Perhaps it can tell us what language she is speaking in.', ""Lieutenant, let's hear that tape backward, which should sound forward to us."", 'Open hailing frequencies again, Lieutenant. Tell her she is endangering her life if she remains on her present course.', 'Yes, Scotty, what is it?', 'Mister Arex, what is our speed?', 'Mister Spock, how long until the alien vessel makes contact with the Beta Niobe nova?', 'Give me three and a half minutes, Scotty.', ""I have no choice. I have to release the tractor beam. I can't destroy this ship and four hundred and thirty people to save one person. Mister Sulu, release our beam."", 'What do you mean, Mister Sulu?', 'Go to manual override.', ""We've got to release that beam, or we're going to follow that ship into the nova!"", ""I'm sorry, Commodore, Mrs. April. It looks as though we may not reach Babel."", ""There's still one chance. After that ship enters the nova, it should burn up and break contact with our tractor beam. Mister Spock, how long will we have to apply full braking power and execute course change?"", 'You heard that, Mister Sulu.', ""Mister Scott, we're going to apply full braking power in a minute."", 'Get ready to execute course change, Mister Sulu.', 'Now, Mister Sulu!', 'Impossible. It should have been destroyed instantly.', ""That other ship may have been able to survive the heat of a nova, but the Enterprise can't. Mister Scott, how about that full braking power?"", 'Keep trying those controls, Mister Sulu.', ""It's got to work."", ""Never mind, Mister Spock, it's no use."", ""We're still here. Lieutenant Uhura, can you get us a visual?"", 'Where are we?', 'Yes, Scotty. How are we doing down there?', ""All right. Lieutenant Uhura, we're going to contact that ship again. We need some answers."", ""How's that possible?"", 'Explain, Spock.', 'I can understand her now, without the aid of the universal translator.', ""I'm Captain James T Kirk of the USS Enterprise. We tried to prevent you from entering the Beta Niobe nova. We assumed your ship would burn up."", 'Who are you? How did you come to be in our universe?', 'Our universe.', 'Then we must return the same way, through the two novas.', 'We have little choice.', ""Gentlemen, I'm sure none of us mind growing younger instead of older for a change."", 'Nevertheless, we must return home and I am open to suggestions.', 'Tell Karla Five that Mister Spock, Commodore April and myself will be beaming down.', ""Her son? We don't have time for children's games right now, Scotty, but beam us down."", 'Then the young child in the playpen', 'We could remain forever awed with the differences between our universes, Karla Five, but we must discover a way to return to our positive matter universe.', 'We need to coordinate this to our own universe. Can we do that, Spock?', 'Yes, we could act as a midwife giving birth to a star. Then we would have two novas in the same position and theoretically return home.', 'I have a crew of four hundred and thirty, Karla Five. Your ship is suitable for only a few people.', ""It should work, yes. But any miscalculation anywhere along the way and we'll be plunging tail first into a supernova."", 'we just might get you to Babel after all, Commodore.', ""Yes, Karla Five. We'll burn to a crisp or escape into our own universe. Either way, you'll never hear from us again. Thank you for the sacrifice of your vessel."", 'How much time before the youngest crew member returns to the time of birth?', 'How is our course, Mister Sulu?', 'Mister Arex, take over for him. Lieutenant Uhura, report to navigation console.', 'Never mind. Spock, can you fill in for Sulu and Uhura?', 'What do you mean?', 'I see what you mean.', 'Tractor beam? How do we do that, Spock?', 'Whatever you say. What shall I do?', ""We've received a message from the Federation that might bring you some cheer. Lieutenant Uhura, would you relay it to Commodore April and his wife?"", 'I see your flower has blossomed again.']","Yes, Commodore, I know the feeling. Your modesty is unnecessary, Mrs. April. Your achievements as a pioneer doctor in space are well known. It's a native of Capella Four, isn't it? Thank you, Mister Spock. Mrs. April, you're about to see another of the galaxy's most beautiful sights, the Beta Niobe's supernova. Yes, we were, Commodore. Put the ship on Red Alert. How fast is it travelling, Mister Spock? But who would have the technology to build a ship that could travel at such a speed? Hard about, helmsman. Change course for twenty four mark seven. That's a course of self-destruction. Lieutenant Uhura, open hailing frequencies. I want to talk to that ship's captain. All right, if they won't talk, we'll slow them down. Mister Sulu, put a tractor beam on that ship. Put it on the screen, Lieutenant. I've never heard that language before. Run that message through the universal translator, Lieutenant Uhura. Perhaps it can tell us what language she is speaking in. Lieutenant, let's hear that tape backward, which should sound forward to us. Open hailing frequencies again, Lieutenant. Tell her she is endangering her life if she remains on her present course. Yes, Scotty, what is it? Mister Arex, what is our speed? Mister Spock, how long until the alien vessel makes contact with the Beta Niobe nova? Give me three and a half minutes, Scotty. I have no choice. I have to release the tractor beam. I can't destroy this ship and four hundred and thirty people to save one person. Mister Sulu, release our beam. What do you mean, Mister Sulu? Go to manual override. We've got to release that beam, or we're going to follow that ship into the nova! I'm sorry, Commodore, Mrs. April. It looks as though we may not reach Babel. There's still one chance. After that ship enters the nova, it should burn up and break contact with our tractor beam. Mister Spock, how long will we have to apply full braking power and execute course change? You heard that, Mister Sulu. Mister Scott, we're going to apply full braking power in a minute. Get ready to execute course change, Mister Sulu. Now, Mister Sulu! Impossible. It should have been destroyed instantly. That other ship may have been able to survive the heat of a nova, but the Enterprise can't. Mister Scott, how about that full braking power? Keep trying those controls, Mister Sulu. It's got to work. Never mind, Mister Spock, it's no use. We're still here. Lieutenant Uhura, can you get us a visual? Where are we? Yes, Scotty. How are we doing down there? All right. Lieutenant Uhura, we're going to contact that ship again. We need some answers. How's that possible? Explain, Spock. I can understand her now, without the aid of the universal translator. I'm Captain James T Kirk of the USS Enterprise. We tried to prevent you from entering the Beta Niobe nova. We assumed your ship would burn up. Who are you? How did you come to be in our universe? Our universe. Then we must return the same way, through the two novas. We have little choice. Gentlemen, I'm sure none of us mind growing younger instead of older for a change. Nevertheless, we must return home and I am open to suggestions. Tell Karla Five that Mister Spock, Commodore April and myself will be beaming down. Her son? We don't have time for children's games right now, Scotty, but beam us down. Then the young child in the playpen We could remain forever awed with the differences between our universes, Karla Five, but we must discover a way to return to our positive matter universe. We need to coordinate this to our own universe. Can we do that, Spock? Yes, we could act as a midwife giving birth to a star. Then we would have two novas in the same position and theoretically return home. I have a crew of four hundred and thirty, Karla Five. Your ship is suitable for only a few people. It should work, yes. But any miscalculation anywhere along the way and we'll be plunging tail first into a supernova. we just might get you to Babel after all, Commodore. Yes, Karla Five. We'll burn to a crisp or escape into our own universe. Either way, you'll never hear from us again. Thank you for the sacrifice of your vessel. How much time before the youngest crew member returns to the time of birth? How is our course, Mister Sulu? Mister Arex, take over for him. Lieutenant Uhura, report to navigation console. Never mind. Spock, can you fill in for Sulu and Uhura? What do you mean? I see what you mean. Tractor beam? How do we do that, Spock? Whatever you say. What shall I do? We've received a message from the Federation that might bring you some cheer. Lieutenant Uhura, would you relay it to Commodore April and his wife? I see your flower has blossomed again.",68
tas_021,tas_s2,1974,The Counter-Clock Incident,MCCOY,m,"[""Jim, I didn't realise how many of the tools I use in Sickbay were designed by Sarah."", ""And it's nice to know the lady is as intelligent as she is beautiful. Much like the flower she carries.""]","Jim, I didn't realise how many of the tools I use in Sickbay were designed by Sarah. And it's nice to know the lady is as intelligent as she is beautiful. Much like the flower she carries.",2
